"","ph1","bc1a","bc1","bc2","bc3","pph1","pph2a","pph2b","pph2c","el1","el9","el11","el13a","el13b","el13c","el13d","el13e","el14","el15","el16","el17a","el17b","el17c","el17d","el17e","el17f","ih1","mh4","es1a","es1b","es2","es3","SAMP_WEIGHT","POP_WEIGHT","leave_type","leave_weeks","unpaid_leave_weeks","pct_unpaid","partner","education","race","job_type","unemploy_reason","zipcode","d4_2","bf1_1"
"95",3,12,1,1,2,1,NA,NA,NA,1,1,"3",0,0,6,6,0,1,1,NA,1,1,2,1,2,2,5,3,4,4,2,12,0.720958035373122,73.4902435379962,"Both",12,6,50,"Co-parent","Four year college or higher","White","Private",NA,"10025",NA,"Still breastfeeding"
"96",3,9,1,1,2,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,4,4,2,5,3.13169076635275,319.226232059189,NA,NA,NA,NA,"Co-parent","Four year college or higher","Asian",NA,NA,"11304",NA,"Months"
"97",1,8,1,1,2,1,NA,NA,NA,1,1,"3",6,0,6,15,0,1,4,NA,1,1,2,1,2,1,1,5,4,4,2,12,1.2891432338343,131.407718010677,"Both",16,15,94,"Co-parent","Four year college or higher","White","Private",NA,"11362",NA,"Months"
"98",1,5,1,1,2,1,NA,NA,NA,1,1,"2",NA,NA,NA,NA,NA,2,1,NA,1,2,2,2,1,2,1,1,3,4,2,77,0.568457391569837,57.9452202454763,"Unpaid",6,NA,NA,"Single Parent","High school degree/GED","White","Non-profit",NA,"11206",NA,"Months"
"99",2,3,1,1,2,1,NA,NA,NA,1,1,"3",2,12,0,12,0,1,1,NA,1,2,2,1,1,1,1,3,2,4,2,6,0.678486788950031,69.1609731923514,"Both",20,12,60,"Co-parent","Some college or technical school","Black/African American","Government",NA,"11233",NA,"Months"
"100",3,9,1,2,5,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,4,2,77,3.65303732831609,372.369249997195,NA,NA,NA,NA,"Single Parent","High school degree/GED","Asian",NA,NA,"11210",NA,"Never"
"101",1,10,1,1,1,77,2,2,2,1,1,"1",2,2,8,0,0,1,1,NA,1,2,2,1,2,1,5,3,4,4,2,12,0.793413894957552,80.8759698984201,"Paid",12,0,0,"Single Parent","Four year college or higher","White","Private",NA,"10019",NA,"Weeks"
"102",3,10,1,1,3,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,4,1,77,2.0451031059586,208.465843978598,NA,NA,NA,NA,"Co-parent","High school degree/GED","White",NA,NA,"11215",NA,"Months"
"103",2,9,1,1,2,1,NA,NA,NA,1,1,"4",NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,1,1,4,4,2,10,1.73992004917087,177.357268906829,"Did not take time off",NA,NA,NA,"Co-parent","High school degree/GED","White","Private","Not enough flexibility","11249",NA,"Still breastfeeding"
"104",1,10,1,1,2,1,NA,NA,NA,1,1,"1",2,0,0,0,0,1,1,NA,1,2,2,2,2,2,1,1,3,4,2,1,0.531332229418393,54.1608984485978,"Paid",2,0,0,"Co-parent","High school degree/GED","White","Government",NA,"12428",NA,"Months"
"105",3,11,1,1,2,2,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,4,4,2,2,1.82085743201077,185.607552119435,NA,NA,NA,NA,"Co-parent","Four year college or higher","Asian",NA,NA,"10467",NA,"Months"
"106",1,9,1,1,2,1,NA,NA,NA,1,1,"1",8,0,6,0,0,1,1,NA,1,77,1,2,2,1,1,3,4,4,2,99,0.551662817034993,56.2332795885641,"Paid",8,0,0,"Co-parent","Four year college or higher","White","Private",NA,"11109",NA,"Months"
"107",1,5,1,1,3,1,NA,NA,NA,1,1,"4",NA,NA,NA,NA,NA,NA,2,9,NA,NA,NA,NA,NA,NA,1,1,4,4,2,77,0.416874006372257,42.4936969280078,"Did not take time off",NA,NA,NA,"Co-parent","Four year college or higher","White","Private","Looking for other jobs","11233",NA,"Months"
"108",2,6,1,1,3,2,1,2,1,1,1,"3",1,0,0,0,0,2,1,NA,2,2,2,2,1,2,2,2,1,4,2,2,0.473380288697451,48.2536167094083,"Both",1,0,0,"Single Parent","Some college or technical school","Other","Private",NA,"11219",NA,"Months"
"109",1,7,1,1,3,1,NA,NA,NA,1,1,"2",NA,NA,NA,NA,NA,1,1,NA,1,1,1,1,2,1,3,3,3,3,1,1,2.52396321328329,257.278041334453,"Unpaid",4,NA,NA,"Single Parent","No high school degree","White","Private",NA,"10459",NA,"Months"
"110",2,5,1,1,3,1,NA,NA,NA,1,1,"3",2,6,0,10,0,1,1,NA,1,2,1,2,2,2,1,2,4,4,2,12,0.399060008314287,40.6778422021664,"Both",48,10,21,"Co-parent","Four year college or higher","White","Government",NA,"10305",NA,"Months"
"111",1,6,1,2,3,1,NA,NA,NA,1,1,"3",1,8,0,3,0,1,1,NA,1,1,1,1,2,2,1,2,4,4,2,10,0.325751571224269,33.2052090795643,"Both",12,3,25,"Co-parent","Some college or technical school","Black/African American","Private",NA,"07036",NA,"Months"
"112",1,7,1,1,3,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2,4,2,1,1.0598919874254,108.039187384258,NA,NA,NA,NA,"Single Parent","Some college or technical school","Asian",NA,NA,"11214",NA,"Months"
"113",4,5,1,1,2,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,4,4,2,77,1.57908480256495,160.962664973403,NA,NA,NA,NA,"Co-parent","No high school degree","Other",NA,NA,"11369",NA,"Months"
"114",1,5,1,1,2,1,NA,NA,NA,1,1,"3",0,4,0,2,0,1,1,NA,1,1,77,77,2,2,1,1,3,4,1,2,0.571795585552812,58.2854962071124,"Both",6,2,33,"Co-parent","High school degree/GED","White","Private",NA,"11219",NA,"Still breastfeeding"
"115",2,10,1,1,3,1,NA,NA,NA,1,1,"2",NA,NA,NA,NA,NA,1,4,NA,1,1,1,1,2,1,3,4,4,4,1,1,0.275607247773807,28.0937901597165,"Unpaid",48,NA,NA,"Single Parent","Four year college or higher","Black/African American","Government",NA,"10039",NA,"Months"
"116",1,5,1,1,2,1,NA,NA,NA,1,1,"99",NA,NA,NA,NA,NA,NA,1,NA,1,2,2,2,1,2,1,1,2,4,2,1,0.611777119817944,62.3609798635871,NA,NA,NA,NA,NA,"High school degree/GED","White",NA,NA,"11204",NA,"don't know"
"117",2,10,1,1,2,1,NA,NA,NA,1,1,"3",2,6,4,8,0,2,1,NA,2,1,2,2,2,2,2,3,4,4,2,12,0.853754642769328,87.0267526546691,"Both",16,8,50,"Co-parent","Four year college or higher","White","Private",NA,"10282",NA,"Months"
"118",1,10,1,2,77,1,NA,NA,NA,1,1,"1",0,6,6,0,0,1,2,10,NA,NA,NA,NA,NA,NA,1,1,4,4,1,5,0.545730473466685,55.6285711975128,"Paid",6,0,0,"Co-parent","Some college or technical school","Black/African American",NA,"other","11210",NA,"Months"
"119",3,10,1,2,3,1,NA,NA,NA,1,1,"1",0,8,0,0,0,1,1,NA,1,2,1,2,2,2,1,5,4,4,2,12,0.581443828956421,59.2689816842915,"Paid",8,0,0,"Co-parent","Four year college or higher","White","Private",NA,"11226",NA,"Never"
"120",2,6,1,1,5,2,2,2,1,1,1,"1",0,6,0,0,0,1,1,NA,2,2,1,2,1,2,5,2,4,4,2,9,0.551662817034993,56.2332795885641,"Paid",6,0,0,"Co-parent","Four year college or higher","White","Government",NA,"11385",NA,"Never"
"121",1,8,1,1,2,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,4,4,2,77,0.424902231193771,43.3120471902467,NA,NA,NA,NA,"Co-parent","Some college or technical school","Black/African American",NA,NA,"10466",NA,"Months"
"122",2,4,1,2,3,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3,4,2,77,1.93546141231906,197.28961128245,NA,NA,NA,NA,"Co-parent",NA,"White",NA,NA,"11218",NA,"Months"
"123",4,6,1,2,3,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,4,3,2,1,1.72278479845908,175.610601713859,NA,NA,NA,NA,"Co-parent","Some college or technical school","Other",NA,NA,"11220",NA,"Months"
"124",1,6,1,1,2,1,NA,NA,NA,1,1,"3",6,2,0,0,0,1,4,NA,1,2,2,2,2,1,1,3,4,4,2,12,0.939657525344752,95.7831898553678,"Both",16,0,0,"Co-parent","Four year college or higher","White","Non-profit",NA,"10031",NA,"Months"
"125",2,10,1,1,2,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,4,4,2,3,1.40162859500787,142.873817535911,NA,NA,NA,NA,"Co-parent","Some college or technical school","Black/African American",NA,NA,"10032",NA,"Months"
"126",2,7,1,1,2,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,4,4,2,77,1.97659790824177,201.482824972197,NA,NA,NA,NA,"Co-parent","Four year college or higher","White",NA,NA,"11385",NA,"Weeks"
"127",1,7,1,1,3,1,NA,NA,NA,1,1,"1",6,0,6,0,1,1,1,NA,1,2,2,2,1,1,1,1,4,4,2,12,0.294734359098209,30.0434959684342,"Paid",12,0,0,"Co-parent","Four year college or higher","Hispanic","Private",NA,"10027",NA,"Months"
"128",1,7,1,1,2,1,NA,NA,NA,1,1,"1",0,77,0,77,0,2,2,2,NA,NA,NA,NA,NA,NA,2,2,1,4,1,1,1.03609454539579,105.613415391257,"Paid",12,NA,NA,"Co-parent","No high school degree","White","Government","Chose to stay-at-home","10453",NA,"Never"
"129",1,10,1,1,2,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,4,4,2,77,2.26283497836037,230.660157022781,NA,NA,NA,NA,"Co-parent","No high school degree",NA,NA,NA,"11419",NA,"Months"
"130",1,8,1,1,2,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,4,4,2,99,3.58941093065542,365.883547320883,NA,NA,NA,NA,"Co-parent","Four year college or higher","White",NA,NA,"10007",NA,"Still breastfeeding"
"131",1,12,1,2,3,1,NA,NA,NA,1,1,"2",NA,NA,NA,NA,NA,2,4,NA,1,2,2,1,2,2,3,3,4,4,2,8,0.802565360193506,81.8088167160183,"Unpaid",36,NA,NA,"Co-parent","Four year college or higher","Black/African American","Non-profit",NA,"11206",NA,"Months"
"132",2,6,1,1,2,1,NA,NA,NA,1,2,"2",NA,NA,NA,NA,NA,1,1,NA,2,1,1,2,2,2,1,2,4,4,2,11,0.655329346985773,66.8004390611387,"Unpaid",40,NA,NA,"Co-parent","Four year college or higher","White","Private",NA,"22306",NA,"Months"
"133",2,8,1,1,2,1,NA,NA,NA,1,1,"3",2,0,6,10,0,2,1,NA,1,2,2,2,1,2,1,3,4,4,2,12,0.655329346985773,66.8004390611387,"Both",20,10,50,"Co-parent","Four year college or higher","White","Private",NA,"11217",NA,"Months"
"134",3,1,1,2,3,1,NA,NA,NA,1,2,"4",NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,3,4,2,4,1,77,1.52379403947044,155.326648109933,"Did not take time off",NA,NA,NA,"Co-parent","No high school degree","Other","Self-employed","Chose to stay-at-home","11373",NA,"Months"
"135",1,10,1,1,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,4,4,2,77,2.21145385867642,225.422666331836,NA,NA,NA,NA,"Co-parent","Four year college or higher","Asian",NA,NA,"11365",NA,"Months"
"136",1,12,1,1,2,1,NA,NA,NA,1,1,"1",0,0,0,0,0,77,1,NA,1,2,2,2,1,1,1,1,4,4,2,10,0.611777119817944,62.3609798635871,"Paid",5,0,0,"Co-parent","High school degree/GED","White","Private",NA,"11211",NA,"Months"
"137",3,2,1,1,4,1,NA,NA,NA,1,1,"2",NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,2,2,2,2,2,1,1.50892813134598,153.811304421566,"Unpaid",NA,NA,NA,"Co-parent","No high school degree","Hispanic","Self-employed","Chose to stay-at-home","10456",NA,"Less than 1 Week"
"138",1,12,1,1,2,1,NA,NA,NA,1,2,"2",NA,NA,NA,NA,NA,2,1,NA,2,2,2,2,1,2,1,1,3,4,2,77,1.87337091957397,190.960469766093,"Unpaid",6,NA,NA,"Co-parent","High school degree/GED","White","Non-profit",NA,"11211",NA,"Months"
"139",1,12,1,1,2,1,NA,NA,NA,1,1,"2",NA,NA,NA,NA,NA,1,1,NA,1,2,2,2,1,2,1,4,3,4,2,6,0.539711862829763,55.015069246267,"Unpaid",6,NA,NA,"Co-parent","High school degree/GED","White","Private",NA,"11218",NA,"Months"
"140",3,10,1,1,2,1,NA,NA,NA,1,1,"3",4,4,2,4,0,1,1,NA,1,1,1,1,2,1,1,3,4,4,2,3,0.802565360193506,81.8088167160183,"Both",15,4,27,"Co-parent","Four year college or higher","Black/African American","Private",NA,"11203",NA,"Months"
"141",2,10,1,1,3,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3,4,2,2,1.68835778395126,172.101313299927,NA,NA,NA,NA,"Co-parent","Some college or technical school","Other",NA,NA,"10453",NA,"Months"
"142",1,5,1,1,3,1,NA,NA,NA,1,1,"1",6,77,6,6,0,2,1,NA,2,2,2,2,1,2,3,3,3,4,2,1,0.338371931295622,34.4916547389167,"Paid",12,6,50,"Co-parent","High school degree/GED","Other","Private",NA,"11208",NA,"Months"
"143",1,8,1,1,2,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,2,4,1,3,1.87337091957397,190.960469766093,NA,NA,NA,NA,"Co-parent","High school degree/GED",NA,NA,NA,"10977",NA,"Months"
"144",3,9,1,1,2,1,NA,NA,NA,1,1,"1",6,0,0,0,0,1,1,NA,1,2,1,1,2,2,1,3,4,4,2,12,0.939657525344752,95.7831898553678,"Paid",6,0,0,"Co-parent","Four year college or higher","White","Non-profit",NA,"48906",NA,"Months"
"145",1,9,1,1,2,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,3,3,2,6,1.87337091957397,190.960469766093,NA,NA,NA,NA,"Co-parent","High school degree/GED","White",NA,NA,"11219",NA,"Still breastfeeding"
"146",1,10,1,1,2,1,NA,NA,NA,1,1,"1",2,77,12,0,0,1,1,NA,2,2,2,2,2,2,1,1,4,4,2,12,0.793413894957552,80.8759698984201,"Paid",12,0,0,"Co-parent","Four year college or higher","White","Private",NA,"10021",NA,"Months"
"147",4,3,1,2,3,1,NA,NA,NA,1,1,"1",0,0,8,0,0,2,2,9,NA,NA,NA,NA,NA,NA,3,3,1,4,2,77,0.313333797791188,31.9394139167093,"Paid",8,0,0,"Single Parent","Some college or technical school","Other","Private","Looking for other jobs","11231",NA,"Months"
"148",1,11,1,1,5,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,4,4,2,12,3.58941093065542,365.883547320883,NA,NA,NA,NA,"Co-parent","Four year college or higher","White",NA,NA,"10031",NA,"Months"
"149",2,12,1,2,3,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,4,4,2,12,1.18200138486074,120.486304852277,NA,NA,NA,NA,"Co-parent","High school degree/GED","White",NA,NA,"10309",NA,"Weeks"
"150",1,7,1,1,2,1,NA,NA,NA,1,1,"3",6,6,0,6,0,1,1,NA,1,1,2,1,2,1,2,2,4,4,2,12,0.376343004551349,38.362203764032,"Both",12,6,50,"Co-parent","High school degree/GED","Other","Private",NA,"27519",NA,"Months"
"151",4,4,1,2,3,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,4,4,2,1,1.52379403947044,155.326648109933,NA,NA,NA,NA,"Co-parent","No high school degree","Other",NA,NA,"11358",NA,"Months"
"152",1,3,1,1,2,1,NA,NA,NA,1,1,"1",0,3,1,0,0,2,1,NA,1,2,2,2,1,2,1,1,4,4,2,8,0.484304748936715,49.3671922632047,"Paid",12,0,0,"Co-parent","Four year college or higher","Black/African American","Private",NA,"11233",NA,"Months"
"153",1,2,1,2,5,1,NA,NA,NA,1,1,"2",NA,NA,NA,NA,NA,1,1,NA,1,2,1,2,2,2,1,3,4,4,2,12,0.8551343252939,87.1673894181993,"Unpaid",4,NA,NA,"Co-parent","Four year college or higher","White","Non-profit",NA,"11104",NA,"Months"
"154",1,4,1,1,3,1,NA,NA,NA,1,1,"1",0,8,0,0,0,1,1,NA,2,2,1,2,1,2,1,1,4,4,2,2,0.521125388325376,53.1204727915187,"Paid",8,0,0,"Single Parent","No high school degree","Hispanic","Private",NA,"10454",NA,"Months"
"155",1,5,1,1,2,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,3,4,2,1,1.87337091957397,190.960469766093,NA,NA,NA,NA,"Co-parent","High school degree/GED","White",NA,NA,"11211",NA,"Months"
"156",3,2,1,2,3,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,3,4,2,1,0.689211100675519,70.2541467777954,NA,NA,NA,NA,"Co-parent","High school degree/GED","Black/African American",NA,NA,"10029",NA,"Never"
"157",2,1,1,1,2,1,NA,NA,NA,1,1,"3",2,14,14,14,0,1,1,NA,1,2,1,1,2,2,1,3,4,4,2,12,0.64533576979258,65.7817522781231,"Both",16,14,88,"Co-parent","Four year college or higher","Black/African American","Non-profit",NA,"11236",NA,"Months"
"158",3,4,1,2,3,1,NA,NA,NA,1,1,"2",NA,NA,NA,NA,NA,1,1,NA,2,2,2,2,2,1,3,3,4,4,2,99,0.409982250219521,41.7911916319722,"Unpaid",36,NA,NA,"Co-parent","Some college or technical school","Other","Government",NA,"11419",NA,"Still breastfeeding"
"159",2,10,1,1,2,1,NA,NA,NA,1,1,"1",0,8,77,0,0,1,1,NA,1,1,1,2,1,1,1,1,4,4,2,9,1.48093019565064,150.957358682898,"Paid",8,0,0,"Single Parent","Some college or technical school","Asian","Private",NA,"11373",NA,"Months"
"160",4,12,1,1,2,1,NA,NA,NA,1,1,"1",0,0,6,0,0,1,1,NA,1,1,2,2,2,2,1,3,2,4,1,1,1.34476504571959,137.077480050792,"Paid",6,0,0,"Co-parent","Four year college or higher","Black/African American","Non-profit",NA,"10301",NA,"Months"
"161",2,3,1,1,2,1,NA,NA,NA,1,1,"2",NA,NA,NA,NA,NA,2,1,NA,1,2,1,1,1,1,2,3,4,4,2,12,1.13119341413355,115.307237612281,"Unpaid",24,NA,NA,"Co-parent","Four year college or higher","Asian","Government",NA,"10025",NA,"Months"
"162",3,8,1,2,3,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,4,1,4,0.679033580902625,69.2167099645201,NA,NA,NA,NA,"Co-parent","No high school degree","Black/African American",NA,NA,"11225",NA,"Months"
"163",1,9,1,1,2,1,NA,NA,NA,1,1,"1",10,6,12,0,0,1,2,2,NA,NA,NA,NA,NA,NA,1,1,4,4,2,12,0.581443828956421,59.2689816842915,"Paid",12,0,0,"Co-parent","Four year college or higher","White","Non-profit","Chose to stay-at-home","11215",NA,"Still breastfeeding"
"164",1,10,1,2,3,1,NA,NA,NA,1,2,"2",NA,NA,NA,NA,NA,2,1,NA,1,2,1,2,1,2,1,2,1,4,1,1,1.0751579218765,109.595307415664,"Unpaid",24,NA,NA,"Co-parent","High school degree/GED","Black/African American","Private",NA,"11435",NA,"Never"
"165",2,10,1,1,3,1,NA,NA,NA,1,1,"3",2,0,0,16,0,1,1,NA,1,1,1,1,2,2,1,2,2,4,2,77,0.640359311999047,65.2744812897166,"Both",16,16,100,"Single Parent","Some college or technical school","Black/African American","Non-profit",NA,"11213",NA,"Months"
"166",4,8,1,1,3,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,3,3,2,1,2.57723036213715,262.707782803136,NA,NA,NA,NA,"Single Parent","Four year college or higher","White",NA,NA,"33916",NA,"Months"
"167",3,9,1,2,3,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,4,2,3,2.4565546532584,250.406807157542,NA,NA,NA,NA,"Co-parent","Some college or technical school","White",NA,NA,"10305",NA,"Still breastfeeding"
"168",1,7,1,1,3,1,NA,NA,NA,1,1,"1",1,11,0,0,0,1,1,NA,2,2,2,2,2,2,1,2,4,4,2,12,0.853754642769328,87.0267526546691,"Paid",12,0,0,"Co-parent","Four year college or higher","White","Private",NA,"10065",NA,"Months"
"169",1,6,1,1,2,1,NA,NA,NA,1,1,"1",3,4,2,0,0,2,1,NA,2,2,1,2,1,2,2,3,4,1,1,1,1.01277213900797,103.236065751973,"Paid",16,0,0,"Co-parent","No high school degree","Black/African American","Government",NA,"10456",NA,"Months"
"170",1,12,1,1,3,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,4,2,8,1.93546141231906,197.28961128245,NA,NA,NA,NA,"Co-parent","Four year college or higher","White",NA,NA,"11215",NA,"Months"
"171",2,11,1,1,2,1,NA,NA,NA,1,2,"2",NA,NA,NA,NA,NA,2,1,NA,1,1,1,1,1,2,1,1,3,4,2,5,0.484304748936715,49.3671922632047,"Unpaid",36,NA,NA,"Co-parent","Some college or technical school","Black/African American","Private",NA,"11226",NA,"Months"
"172",3,10,1,2,3,2,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,4,2,3,2.11582532766617,215.674853438002,NA,NA,NA,NA,"Single Parent","Some college or technical school","White",NA,NA,"11418",NA,"Never"
"173",1,6,1,1,2,1,NA,NA,NA,1,1,"4",NA,NA,NA,NA,NA,NA,4,NA,1,1,1,1,2,2,1,1,4,4,2,8,0.482685108483132,49.2020955924725,"Did not take time off",NA,NA,NA,"Co-parent","Some college or technical school","Hispanic","Non-profit",NA,"10032",NA,"Never"
"174",3,12,1,1,3,1,NA,NA,NA,1,1,"4",NA,NA,NA,NA,NA,NA,1,NA,1,2,2,2,1,2,1,3,3,4,2,6,0.63327117457997,64.5519580364884,"Did not take time off",NA,NA,NA,"Co-parent","Some college or technical school","White","Private",NA,"11374",NA,"Months"
"175",2,12,1,1,2,1,NA,NA,NA,1,1,"2",NA,NA,NA,NA,NA,NA,1,NA,1,2,2,2,2,2,2,4,3,4,2,1,0.571795585552812,58.2854962071124,"Unpaid",NA,NA,NA,"Co-parent","High school degree/GED","White","Non-profit",NA,"11218",NA,"Still breastfeeding"
"176",2,1,1,1,3,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,4,4,2,77,2.54662179010631,259.587724072211,NA,NA,NA,NA,"Co-parent","High school degree/GED","White",NA,NA,"11385",NA,"Months"
"177",2,2,2,2,3,1,NA,NA,NA,1,1,"3",0,24,0,0,0,1,1,NA,1,1,1,2,2,2,1,2,1,1,2,9,2.11296878285188,215.383673974317,"Both",24,0,0,"Co-parent","Some college or technical school","White","Private",NA,"11220",NA,"Never"
"178",1,6,1,1,2,1,NA,NA,NA,1,1,"3",8,0,0,0,0,1,1,NA,1,1,2,1,77,1,1,3,4,4,2,7,0.556397854792256,56.7159416311098,"Both",12,0,0,"Co-parent","Four year college or higher","Other","Private",NA,"10469",NA,"Months"
"179",1,9,1,1,2,1,NA,NA,NA,1,1,"2",NA,NA,NA,NA,NA,2,1,NA,1,2,2,2,2,2,1,1,3,4,2,2,0.571795585552812,58.2854962071124,"Unpaid",8,NA,NA,"Co-parent","High school degree/GED","White","Private",NA,"11211",NA,"Months"
"180",1,11,1,2,3,1,NA,NA,NA,1,1,"3",1,6,0,4,0,2,2,2,NA,NA,NA,NA,NA,NA,1,2,4,4,2,12,0.720958035373122,73.4902435379962,"Both",16,4,25,"Co-parent","Four year college or higher","White","Private","Chose to stay-at-home","10023",NA,"Months"
"181",2,4,1,1,3,1,NA,NA,NA,1,1,"2",NA,NA,NA,NA,NA,1,1,NA,1,2,1,1,2,2,1,3,4,4,2,8,3.1776408296991,323.910112646167,"Unpaid",8,NA,NA,"Co-parent","High school degree/GED","Black/African American","Private",NA,"11236",NA,"Months"
"182",1,6,1,1,3,1,NA,NA,NA,1,2,"2",NA,NA,NA,NA,NA,1,2,99,NA,NA,NA,NA,NA,NA,1,2,4,4,2,12,0.57258637574105,58.3661047317001,"Unpaid",32,NA,NA,"Co-parent","Four year college or higher","Black/African American","Private",NA,"10801",NA,"Still breastfeeding"
"183",2,9,1,1,2,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3,4,2,1,1.73992004917087,177.357268906829,NA,NA,NA,NA,"Co-parent","High school degree/GED","White",NA,NA,"11218",NA,"Still breastfeeding"
"184",4,8,1,1,2,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,4,4,1,1,1.45177926726547,147.985883616008,NA,NA,NA,NA,"Co-parent","No high school degree","White",NA,NA,"11369",NA,"Months"
"185",1,12,1,1,3,1,NA,NA,NA,1,1,"3",2,4,0,77,0,1,1,NA,1,1,1,2,2,1,1,2,4,4,1,3,0.678155914291208,69.1272457656991,"Both",16,NA,NA,"Single Parent","Some college or technical school","Black/African American","Private",NA,"10466",NA,"Never"
"186",1,9,1,2,4,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,4,2,5,0.889749024639906,90.6958093263233,NA,NA,NA,NA,"Co-parent","Some college or technical school","Black/African American",NA,NA,"11234",NA,"Still breastfeeding"
"187",1,6,1,1,2,1,NA,NA,NA,1,1,"1",0,6,6,0,0,1,1,NA,1,2,2,2,2,2,1,1,4,4,2,12,0.64533576979258,65.7817522781231,"Paid",12,0,0,"Co-parent","Four year college or higher","Black/African American","Private",NA,"11249",NA,"Months"
"188",2,5,1,1,2,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,4,4,2,3,0.480836548350631,49.0136641891636,NA,NA,NA,NA,"Single Parent","High school degree/GED","Black/African American",NA,NA,"10468",NA,"Months"
"189",1,2,1,2,3,1,NA,NA,NA,1,1,"2",NA,NA,NA,NA,NA,1,1,NA,1,2,1,2,2,1,1,1,4,4,2,8,0.554168519277806,56.4886962134204,"Unpaid",6,NA,NA,"Co-parent","Some college or technical school","White","Private",NA,"10307",NA,"Never"
